"GEO_ID","NAME","B02001_001E","B02001_001EA","B02001_001M","B02001_001MA","B02001_002E","B02001_002EA","B02001_002M","B02001_002MA","B02001_003E","B02001_003EA","B02001_003M","B02001_003MA","B02001_004E","B02001_004M","B02001_004MA","B02001_004EA","B02001_005E","B02001_005EA","B02001_005M","B02001_005MA","B02001_006E","B02001_006EA","B02001_006M","B02001_006MA","B02001_007E","B02001_007M","B02001_007MA","B02001_007EA","B02001_008E","B02001_008M","B02001_008MA","B02001_008EA","B02001_009E","B02001_009M","B02001_009MA","B02001_009EA","B02001_010E","B02001_010EA","B02001_010M","B02001_010MA",
"Geography","Geographic Area Name","Estimate!!Total:","Annotation of Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Estimate!!Total:!!White alone","Annotation of Estimate!!Total:!!White alone","Margin of Error!!Total:!!White alone","Annotation of Margin of Error!!Total:!!White alone","Estimate!!Total:!!Black or African American alone","Annotation of Estimate!!Total:!!Black or African American alone","Margin of Error!!Total:!!Black or African American alone","Annotation of Margin of Error!!Total:!!Black or African American alone","Estimate!!Total:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!American Indian and Alaska Native alone","Annotation of Margin of Error!!Total:!!American Indian and Alaska Native alone","Annotation of Estimate!!Total:!!American Indian and Alaska Native alone","Estimate!!Total:!!Asian alone","Annotation of Estimate!!Total:!!Asian alone","Margin of Error!!Total:!!Asian alone","Annotation of Margin of Error!!Total:!!Asian alone","Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Annotation of Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Annotation of Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Some other race alone","Margin of Error!!Total:!!Some other race alone","Annotation of Margin of Error!!Total:!!Some other race alone","Annotation of Estimate!!Total:!!Some other race alone","Estimate!!Total:!!Two or more races:","Margin of Error!!Total:!!Two or more races:","Annotation of Margin of Error!!Total:!!Two or more races:","Annotation of Estimate!!Total:!!Two or more races:","Estimate!!Total:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Annotation of Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Annotation of Estimate!!Total:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Annotation of Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Annotation of Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races",
"0500000US36015","Chemung County, New York","83045","null","*****","*****","70859","null","943","null","4044","null","668","null","187","185","null","null","1559","null","191","null","0","null","217","null","1360","749","null","null","5036","1100","null","null","1669","634","null","null","3367","null","923","null",
"0500000US36019","Clinton County, New York","79596","null","*****","*****","71182","null","510","null","3268","null","413","null","297","234","null","null","853","null","454","null","40","null","70","null","616","346","null","null","3340","781","null","null","1980","636","null","null","1360","null","541","null",
"0500000US36027","Dutchess County, New York","297112","null","*****","*****","208304","null","2680","null","30123","null","2419","null","854","739","null","null","11348","null","1338","null","112","null","194","null","14375","3014","null","null","31996","3947","null","null","19921","3147","null","null","12075","null","3115","null",
"0500000US36029","Erie County, New York","950683","null","*****","*****","706460","null","4162","null","118405","null","4201","null","2973","658","null","null","40799","null","1518","null","515","null","401","null","24168","4081","null","null","57363","7037","null","null","28270","4708","null","null","29093","null","4683","null",
"0500000US36045","Jefferson County, New York","116295","null","*****","*****","94629","null","1863","null","6659","null","985","null","190","157","null","null","1779","null","515","null","0","null","217","null","3889","1510","null","null","9149","1932","null","null","3359","1174","null","null","5790","null","1548","null",
"0500000US36047","Kings County, New York","2641052","null","*****","*****","987830","null","7736","null","733243","null","11136","null","24492","6318","null","null","320364","null","5257","null","1093","null","623","null","281324","12638","null","null","292706","17131","null","null","199125","14718","null","null","93581","null","9382","null",
"0500000US36053","Madison County, New York","67658","null","*****","*****","61497","null","960","null","531","null","271","null","387","295","null","null","723","null","255","null","0","null","217","null","1135","757","null","null","3385","818","null","null","1747","734","null","null","1638","null","365","null",
"0500000US36055","Monroe County, New York","755160","null","*****","*****","531707","null","4201","null","109419","null","4389","null","1919","818","null","null","26562","null","1959","null","95","null","156","null","27137","4112","null","null","58321","6120","null","null","31176","3996","null","null","27145","null","4123","null",
"0500000US36059","Nassau County, New York","1390907","null","*****","*****","813464","null","6071","null","156895","null","4269","null","3774","2231","null","null","159286","null","3414","null","295","null","302","null","119765","10771","null","null","137428","10295","null","null","104981","9452","null","null","32447","null","5042","null",
"0500000US36061","New York County, New York","1576876","null","*****","*****","740303","null","6845","null","216224","null","6430","null","7914","3715","null","null","186902","null","5188","null","846","null","478","null","219188","13694","null","null","205499","12416","null","null","140669","10846","null","null","64830","null","6945","null",
"0500000US36063","Niagara County, New York","211653","null","*****","*****","179589","null","1424","null","14607","null","1845","null","1102","354","null","null","2807","null","475","null","0","null","217","null","1241","721","null","null","12307","2381","null","null","4300","1496","null","null","8007","null","2104","null",
"0500000US36065","Oneida County, New York","230274","null","*****","*****","184831","null","1730","null","9382","null","1724","null","1480","1090","null","null","7522","null","1766","null","151","null","272","null","3662","1317","null","null","23246","3364","null","null","11895","2284","null","null","11351","null","2407","null",
"0500000US36067","Onondaga County, New York","473236","null","*****","*****","355486","null","2559","null","49130","null","3243","null","1240","512","null","null","17572","null","1240","null","214","null","223","null","11353","2530","null","null","38241","3954","null","null","16028","2723","null","null","22213","null","3391","null",
"0500000US36069","Ontario County, New York","112508","null","*****","*****","99327","null","1014","null","2596","null","689","null","32","57","null","null","1380","null","308","null","0","null","217","null","1956","824","null","null","7217","1637","null","null","3535","1203","null","null","3682","null","1298","null",
"0500000US36071","Orange County, New York","404525","null","*****","*****","255315","null","3919","null","45967","null","4088","null","5629","2576","null","null","11790","null","1086","null","346","null","414","null","42490","6096","null","null","42988","5402","null","null","28581","4752","null","null","14407","null","3930","null",
"0500000US36075","Oswego County, New York","117387","null","*****","*****","107207","null","1235","null","882","null","405","null","158","137","null","null","798","null","158","null","111","null","130","null","2018","1004","null","null","6213","1325","null","null","3493","1188","null","null","2720","null","466","null",
"0500000US36079","Putnam County, New York","97936","null","*****","*****","73751","null","1772","null","3035","null","692","null","44","80","null","null","2358","null","213","null","0","null","217","null","11743","2396","null","null","7005","2068","null","null","4378","1641","null","null","2627","null","1687","null",
"0500000US36081","Queens County, New York","2331143","null","*****","*****","610897","null","9286","null","393874","null","8386","null","17579","3940","null","null","599142","null","7163","null","1771","null","1536","null","392976","16240","null","null","314904","17444","null","null","251884","15337","null","null","63020","null","8372","null",
"0500000US36083","Rensselaer County, New York","160232","null","*****","*****","128422","null","2222","null","11778","null","1176","null","305","254","null","null","5109","null","508","null","0","null","217","null","3491","1535","null","null","11127","2538","null","null","7345","2256","null","null","3782","null","1119","null",
"0500000US36085","Richmond County, New York","493494","null","*****","*****","296700","null","3955","null","47516","null","2846","null","2078","1291","null","null","56551","null","3267","null","484","null","749","null","30704","5394","null","null","59461","7234","null","null","44325","5868","null","null","15136","null","4170","null",
"0500000US36087","Rockland County, New York","339227","null","*****","*****","219395","null","4387","null","37479","null","2412","null","1363","1100","null","null","21003","null","869","null","0","null","217","null","26467","4163","null","null","33520","5633","null","null","21939","3750","null","null","11581","null","4492","null",
"0500000US36089","St. Lawrence County, New York","108051","null","*****","*****","98862","null","474","null","2793","null","592","null","343","166","null","null","1234","null","245","null","13","null","23","null","838","457","null","null","3968","803","null","null","2220","567","null","null","1748","null","587","null",
"0500000US36091","Saratoga County, New York","237359","null","*****","*****","211059","null","1900","null","3634","null","890","null","675","574","null","null","3933","null","940","null","0","null","217","null","3173","1183","null","null","14885","1904","null","null","7011","1467","null","null","7874","null","1264","null",
"0500000US36093","Schenectady County, New York","158089","null","*****","*****","111227","null","1679","null","14678","null","3192","null","1214","762","null","null","7469","null","908","null","0","null","217","null","5371","2164","null","null","18130","4187","null","null","8732","2319","null","null","9398","null","3506","null",
"0500000US36101","Steuben County, New York","92948","null","*****","*****","86166","null","673","null","1091","null","307","null","60","94","null","null","1085","null","274","null","0","null","217","null","509","295","null","null","4037","837","null","null","1428","671","null","null","2609","null","473","null",
"0500000US36103","Suffolk County, New York","1526344","null","*****","*****","1041000","null","8303","null","111342","null","4924","null","3911","1634","null","null","63310","null","2781","null","158","null","268","null","124646","13760","null","null","181977","13715","null","null","141534","13089","null","null","40443","null","5510","null",
"0500000US36105","Sullivan County, New York","79806","null","*****","*****","56685","null","1598","null","5015","null","1556","null","2832","1799","null","null","1590","null","271","null","0","null","217","null","4174","2191","null","null","9510","2568","null","null","6462","2283","null","null","3048","null","1392","null",
"0500000US36109","Tompkins County, New York","105162","null","*****","*****","80867","null","909","null","5315","null","570","null","0","217","null","null","11378","null","623","null","12","null","26","null","2647","747","null","null","4943","1334","null","null","2605","1221","null","null","2338","null","809","null",
"0500000US36111","Ulster County, New York","182951","null","*****","*****","136099","null","3848","null","10046","null","1174","null","321","314","null","null","3017","null","579","null","102","null","195","null","8824","2831","null","null","24542","3573","null","null","16160","3384","null","null","8382","null","2051","null",
"0500000US36113","Warren County, New York","65618","null","*****","*****","60396","null","598","null","1164","null","334","null","48","43","null","null","373","null","187","null","0","null","217","null","672","468","null","null","2965","867","null","null","1868","712","null","null","1097","null","351","null",
"0500000US36117","Wayne County, New York","90923","null","*****","*****","79727","null","1081","null","1664","null","592","null","41","70","null","null","1010","null","217","null","0","null","217","null","2965","1115","null","null","5516","1351","null","null","2807","1098","null","null","2709","null","683","null",
"0500000US36119","Westchester County, New York","997895","null","*****","*****","529184","null","6058","null","137996","null","4884","null","5020","2555","null","null","60863","null","2052","null","174","null","279","null","126052","10451","null","null","138606","10413","null","null","106490","9875","null","null","32116","null","4734","null",
"0500000US37001","Alamance County, North Carolina","173877","null","*****","*****","109590","null","2369","null","32524","null","2502","null","508","736","null","null","3141","null","496","null","0","null","224","null","11970","2926","null","null","16144","3379","null","null","8455","2510","null","null","7689","null","2252","null",
"0500000US37019","Brunswick County, North Carolina","144215","null","*****","*****","118713","null","1604","null","13102","null","788","null","581","426","null","null","1177","null","211","null","0","null","224","null","2375","1873","null","null","8267","2049","null","null","4918","1915","null","null","3349","null","895","null",
"0500000US37021","Buncombe County, North Carolina","271534","null","*****","*****","224081","null","2052","null","11146","null","1809","null","1216","1441","null","null","2163","null","821","null","0","null","224","null","3944","1521","null","null","28984","3595","null","null","16370","2855","null","null","12614","null","2089","null",
"0500000US37023","Burke County, North Carolina","87611","null","*****","*****","71343","null","654","null","4152","null","945","null","318","343","null","null","3181","null","413","null","47","null","100","null","3486","1207","null","null","5084","1426","null","null","1697","1001","null","null","3387","null","1109","null",
"0500000US37025","Cabarrus County, North Carolina","231278","null","*****","*****","142177","null","2209","null","41452","null","3426","null","23","45","null","null","11538","null","1378","null","0","null","224","null","11552","3485","null","null","24536","5732","null","null","10108","3382","null","null","14428","null","4412","null",
"0500000US37027","Caldwell County, North Carolina","80463","null","*****","*****","68870","null","450","null","2555","null","1038","null","79","78","null","null","495","null","407","null","82","null","151","null","3124","1293","null","null","5258","1786","null","null","2087","1350","null","null","3171","null","1134","null",
"0500000US37031","Carteret County, North Carolina","68541","null","*****","*****","59240","null","410","null","1209","null","636","null","856","709","null","null","986","null","139","null","27","null","52","null","2154","451","null","null","4069","941","null","null","856","574","null","null","3213","null","823","null",
"0500000US37035","Catawba County, North Carolina","161723","null","*****","*****","120057","null","1978","null","9962","null","1947","null","686","891","null","null","6630","null","989","null","0","null","224","null","6896","2221","null","null","17492","3414","null","null","8755","2631","null","null","8737","null","2177","null",
"0500000US37037","Chatham County, North Carolina","77889","null","*****","*****","56062","null","1285","null","7295","null","910","null","39","74","null","null","1380","null","428","null","0","null","224","null","5970","2134","null","null","7143","2223","null","null","3754","1966","null","null","3389","null","998","null",
"0500000US37045","Cleveland County, North Carolina","100359","null","*****","*****","70775","null","1375","null","16735","null","2001","null","345","385","null","null","576","null","498","null","0","null","224","null","2747","1168","null","null","9181","2506","null","null","2737","1500","null","null","6444","null","2075","null",
"0500000US37049","Craven County, North Carolina","100674","null","*****","*****","69653","null","2305","null","21317","null","792","null","209","215","null","null","2169","null","686","null","0","null","224","null","2279","1696","null","null","5047","1695","null","null","1793","1135","null","null","3254","null","1102","null",
"0500000US37051","Cumberland County, North Carolina","335508","null","*****","*****","141594","null","2476","null","125138","null","3341","null","4495","943","null","null","7744","null","1375","null","1230","null","231","null","18043","3019","null","null","37264","3831","null","null","16720","2342","null","null","20544","null","3664","null",
"0500000US37057","Davidson County, North Carolina","170637","null","*****","*****","136624","null","2654","null","14635","null","1759","null","73","79","null","null","2708","null","483","null","0","null","224","null","2997","1639","null","null","13600","3324","null","null","7447","2949","null","null","6153","null","1855","null",
"0500000US37063","Durham County, North Carolina","326126","null","*****","*****","142772","null","1726","null","110957","null","2498","null","1541","690","null","null","16441","null","1374","null","0","null","224","null","23210","4356","null","null","31205","4975","null","null","19702","4429","null","null","11503","null","2438","null",
"0500000US37067","Forsyth County, North Carolina","385523","null","*****","*****","216244","null","2763","null","96630","null","4067","null","3350","2106","null","null","8891","null","1107","null","0","null","224","null","25164","5425","null","null","35244","5552","null","null","19711","4310","null","null","15533","null","3726","null",
"0500000US37069","Franklin County, North Carolina","71703","null","*****","*****","44824","null","407","null","16801","null","1437","null","686","808","null","null","656","null","136","null","0","null","224","null","5248","1592","null","null","3488","1315","null","null","1506","906","null","null","1982","null","1026","null",
"0500000US37071","Gaston County, North Carolina","230856","null","*****","*****","162072","null","1795","null","39865","null","2155","null","1279","1296","null","null","3713","null","746","null","192","null","226","null","5412","2064","null","null","18323","3524","null","null","10417","2686","null","null","7906","null","2451","null",
"0500000US37081","Guilford County, North Carolina","542410","null","*****","*****","262143","null","2874","null","187743","null","4051","null","851","491","null","null","28449","null","1278","null","110","null","184","null","22424","3662","null","null","40690","5117","null","null","20049","3570","null","null","20641","null","4060","null",
"0500000US37085","Harnett County, North Carolina","135966","null","*****","*****","85539","null","2355","null","27413","null","1804","null","2402","1474","null","null","1474","null","498","null","1585","null","1537","null","5164","1862","null","null","12389","2986","null","null","5867","2363","null","null","6522","null","1577","null",
"0500000US37089","Henderson County, North Carolina","116829","null","*****","*****","97050","null","1659","null","4075","null","1137","null","179","273","null","null","1738","null","412","null","0","null","224","null","4311","2378","null","null","9476","2557","null","null","6202","2201","null","null","3274","null","1435","null",
"0500000US37097","Iredell County, North Carolina","191968","null","*****","*****","141772","null","2002","null","17456","null","1972","null","434","332","null","null","4702","null","722","null","0","null","224","null","8026","2071","null","null","19578","3442","null","null","9252","2628","null","null","10326","null","2206","null",
"0500000US37101","Johnston County, North Carolina","226504","null","*****","*****","150069","null","3131","null","37931","null","1717","null","2063","1837","null","null","1255","null","744","null","74","null","130","null","18654","4342","null","null","16458","3958","null","null","9568","3544","null","null","6890","null","2026","null",
"0500000US37109","Lincoln County, North Carolina","89670","null","*****","*****","75811","null","523","null","2125","null","883","null","323","379","null","null","666","null","347","null","0","null","224","null","2908","1538","null","null","7837","1896","null","null","3001","1563","null","null","4836","null","1078","null",
"0500000US37119","Mecklenburg County, North Carolina","1122276","null","*****","*****","514723","null","4690","null","347307","null","5124","null","3430","1707","null","null","70087","null","1796","null","179","null","189","null","84875","7070","null","null","101675","7473","null","null","63381","6162","null","null","38294","null","4810","null",
"0500000US37125","Moore County, North Carolina","102763","null","*****","*****","78174","null","1747","null","11008","null","1485","null","415","345","null","null","1147","null","517","null","0","null","224","null","4045","1572","null","null","7974","2400","null","null","3871","1724","null","null","4103","null","1664","null",
"0500000US37127","Nash County, North Carolina","95176","null","*****","*****","45680","null","2119","null","39242","null","889","null","226","158","null","null","869","null","281","null","37","null","59","null","5798","2245","null","null","3324","1102","null","null","1563","852","null","null","1761","null","761","null",
"0500000US37129","New Hanover County, North Carolina","229018","null","*****","*****","177506","null","1900","null","18572","null","3135","null","1491","948","null","null","3253","null","919","null","0","null","224","null","8934","3035","null","null","19262","3824","null","null","4264","1764","null","null","14998","null","3214","null",
"0500000US37133","Onslow County, North Carolina","206160","null","*****","*****","140238","null","2308","null","23434","null","3208","null","1669","1183","null","null","4243","null","1111","null","267","null","401","null","8935","2948","null","null","27374","4527","null","null","6818","1598","null","null","20556","null","4369","null",
"0500000US37135","Orange County, North Carolina","148884","null","*****","*****","101315","null","1459","null","14334","null","1923","null","1245","1101","null","null","11137","null","844","null","108","null","173","null","6106","2092","null","null","14639","2874","null","null","7158","1820","null","null","7481","null","2112","null",
"0500000US37147","Pitt County, North Carolina","172169","null","*****","*****","91769","null","1285","null","61583","null","1338","null","338","327","null","null","3032","null","779","null","0","null","224","null","8512","1364","null","null","6935","1873","null","null","2196","943","null","null","4739","null","1519","null",
"0500000US37151","Randolph County, North Carolina","145172","null","*****","*****","112777","null","1914","null","5884","null","1590","null","721","567","null","null","1005","null","809","null","0","null","224","null","9485","2311","null","null","15300","2732","null","null","7104","2107","null","null","8196","null","1535","null",
"0500000US37155","Robeson County, North Carolina","116328","null","*****","*****","27170","null","224","null","26386","null","517","null","47883","925","null","null","646","null","315","null","0","null","224","null","9295","762","null","null","4948","1233","null","null","1143","728","null","null","3805","null","965","null",
"0500000US37157","Rockingham County, North Carolina","91266","null","*****","*****","65035","null","934","null","13996","null","2401","null","354","359","null","null","210","null","331","null","422","null","418","null","2310","1312","null","null","8939","2454","null","null","3651","1285","null","null","5288","null","2281","null",
"0500000US37159","Rowan County, North Carolina","148150","null","*****","*****","106235","null","3100","null","19669","null","2183","null","1046","929","null","null","1329","null","386","null","97","null","119","null","4522","2665","null","null","15252","4158","null","null","7801","3758","null","null","7451","null","2184","null",
"0500000US37171","Surry County, North Carolina","71152","null","*****","*****","60963","null","1757","null","1882","null","651","null","164","165","null","null","585","null","650","null","326","null","393","null","2104","1728","null","null","5128","2088","null","null","3960","2020","null","null","1168","null","588","null",
"0500000US37179","Union County, North Carolina","243648","null","*****","*****","172285","null","2172","null","26420","null","2172","null","1883","1303","null","null","9461","null","1007","null","0","null","224","null","13832","3072","null","null","19767","3750","null","null","10868","2794","null","null","8899","null","2477","null",
"0500000US37183","Wake County, North Carolina","1150204","null","*****","*****","677899","null","5938","null","215641","null","6052","null","3797","1682","null","null","91741","null","2387","null","183","null","194","null","57818","6848","null","null","103125","9772","null","null","54856","8182","null","null","48269","null","6288","null",
"0500000US37191","Wayne County, North Carolina","116835","null","*****","*****","59625","null","1432","null","33159","null","1801","null","110","214","null","null","936","null","344","null","424","null","514","null","9121","2870","null","null","13460","3384","null","null","6409","2903","null","null","7051","null","1811","null",
"0500000US37193","Wilkes County, North Carolina","65806","null","*****","*****","56425","null","410","null","1319","null","490","null","1096","657","null","null","432","null","576","null","0","null","224","null","1001","754","null","null","5533","1038","null","null","3749","937","null","null","1784","null","826","null",
"0500000US37195","Wilson County, North Carolina","78369","null","*****","*****","36255","null","984","null","30968","null","1142","null","135","257","null","null","815","null","266","null","0","null","224","null","6254","1677","null","null","3942","1554","null","null","2528","1327","null","null","1414","null","656","null",
"0500000US38015","Burleigh County, North Dakota","98933","null","*****","*****","85729","null","1311","null","1769","null","718","null","3464","1520","null","null","1153","null","291","null","1092","null","1298","null","913","583","null","null","4813","1807","null","null","2589","1406","null","null","2224","null","1210","null",
"0500000US38017","Cass County, North Dakota","186562","null","*****","*****","155669","null","1242","null","11406","null","1737","null","2830","817","null","null","5317","null","603","null","0","null","170","null","2189","1620","null","null","9151","2451","null","null","2938","1176","null","null","6213","null","2384","null",
"0500000US38035","Grand Forks County, North Dakota","72705","null","*****","*****","60775","null","521","null","3281","null","355","null","1897","701","null","null","1608","null","713","null","100","null","137","null","461","360","null","null","4583","983","null","null","1015","752","null","null","3568","null","1268","null",
"0500000US38101","Ward County, North Dakota","69071","null","*****","*****","55856","null","375","null","1938","null","621","null","964","536","null","null","1250","null","353","null","10","null","21","null","2258","1467","null","null","6795","1524","null","null","1902","1041","null","null","4893","null","1107","null",
"0500000US39003","Allen County, Ohio","101670","null","*****","*****","81338","null","823","null","9462","null","1706","null","574","669","null","null","942","null","236","null","23","null","36","null","2419","873","null","null","6912","1608","null","null","861","456","null","null","6051","null","1611","null",
"0500000US39007","Ashtabula County, Ohio","97337","null","*****","*****","85120","null","1637","null","3224","null","826","null","18","19","null","null","362","null","284","null","32","null","57","null","1842","1184","null","null","6739","2058","null","null","3938","1772","null","null","2801","null","871","null",
"0500000US39013","Belmont County, Ohio","65849","null","*****","*****","60446","null","520","null","2255","null","566","null","21","37","null","null","153","null","179","null","44","null","79","null","452","328","null","null","2478","701","null","null","737","482","null","null","1741","null","533","null",
"0500000US39017","Butler County, Ohio","390234","null","*****","*****","304459","null","3420","null","27949","null","3018","null","1072","910","null","null","16594","null","992","null","951","null","1432","null","8472","2723","null","null","30737","5025","null","null","13497","4135","null","null","17240","null","2601","null",
"0500000US39023","Clark County, Ohio","135633","null","*****","*****","113590","null","750","null","10078","null","1315","null","16","26","null","null","991","null","297","null","0","null","204","null","1721","1015","null","null","9237","1740","null","null","2051","773","null","null","7186","null","1654","null",
"0500000US39025","Clermont County, Ohio","209642","null","*****","*****","193419","null","1842","null","3417","null","712","null","36","48","null","null","2265","null","652","null","0","null","204","null","2360","1134","null","null","8145","1853","null","null","2914","1473","null","null","5231","null","1030","null",
"0500000US39029","Columbiana County, Ohio","101310","null","*****","*****","93303","null","898","null","1781","null","953","null","221","211","null","null","211","null","241","null","0","null","204","null","502","678","null","null","5292","1201","null","null","1353","861","null","null","3939","null","1032","null",
"0500000US39035","Cuyahoga County, Ohio","1249387","null","*****","*****","722580","null","2717","null","360296","null","4664","null","3124","2067","null","null","40500","null","2131","null","1636","null","1152","null","31427","4377","null","null","89824","6658","null","null","43329","4449","null","null","46495","null","5091","null",
"0500000US39041","Delaware County, Ohio","220740","null","*****","*****","180173","null","1194","null","9202","null","782","null","43","84","null","null","16259","null","1375","null","0","null","204","null","2396","1019","null","null","12667","1719","null","null","4872","1025","null","null","7795","null","1446","null",
"0500000US39043","Erie County, Ohio","74852","null","*****","*****","58544","null","2528","null","7100","null","1063","null","87","123","null","null","618","null","159","null","77","null","129","null","1326","1117","null","null","7100","2115","null","null","5075","2061","null","null","2025","null","958","null",
"0500000US39045","Fairfield County, Ohio","161064","null","*****","*****","132544","null","1298","null","10575","null","1803","null","113","218","null","null","3887","null","908","null","375","null","493","null","2306","791","null","null","11264","2529","null","null","2596","1324","null","null","8668","null","2013","null",
"0500000US39049","Franklin County, Ohio","1321414","null","*****","*****","794379","null","4143","null","307221","null","6378","null","3404","1458","null","null","69283","null","3279","null","199","null","212","null","38348","5759","null","null","108580","8885","null","null","43754","5152","null","null","64826","null","6596","null",
"0500000US39055","Geauga County, Ohio","95565","null","*****","*****","88137","null","1296","null","585","null","317","null","0","204","null","null","262","null","243","null","96","null","179","null","820","774","null","null","5665","1378","null","null","3723","1205","null","null","1942","null","369","null",
"0500000US39057","Greene County, Ohio","168412","null","*****","*****","138155","null","2075","null","10751","null","1265","null","193","192","null","null","5417","null","530","null","28","null","48","null","3140","1887","null","null","10728","1750","null","null","3923","1182","null","null","6805","null","1467","null",
"0500000US39061","Hamilton County, Ohio","826139","null","*****","*****","532071","null","2435","null","207570","null","4830","null","688","595","null","null","22824","null","1686","null","157","null","148","null","13162","3676","null","null","49667","6406","null","null","15885","3361","null","null","33782","null","4562","null",
"0500000US39063","Hancock County, Ohio","74656","null","*****","*****","65864","null","716","null","1335","null","445","null","0","204","null","null","1273","null","545","null","25","null","46","null","2492","846","null","null","3667","1183","null","null","1820","995","null","null","1847","null","643","null",
"0500000US39085","Lake County, Ohio","232023","null","*****","*****","200207","null","1977","null","11432","null","1712","null","429","500","null","null","3455","null","440","null","380","null","637","null","1673","802","null","null","14447","2258","null","null","8161","2119","null","null","6286","null","1999","null",
"0500000US39089","Licking County, Ohio","180401","null","*****","*****","157862","null","1433","null","6571","null","1324","null","156","166","null","null","5905","null","520","null","0","null","204","null","1664","986","null","null","8243","1898","null","null","2094","1058","null","null","6149","null","1502","null",
"0500000US39093","Lorain County, Ohio","315595","null","*****","*****","244185","null","2705","null","22516","null","2363","null","618","262","null","null","4089","null","930","null","0","null","204","null","9893","2909","null","null","34294","3892","null","null","21596","3489","null","null","12698","null","2601","null",
"0500000US39095","Lucas County, Ohio","429191","null","*****","*****","294569","null","1908","null","75185","null","4603","null","1157","561","null","null","6998","null","825","null","1658","null","1498","null","11591","2710","null","null","38033","4844","null","null","11478","2571","null","null","26555","null","4244","null",
"0500000US39099","Mahoning County, Ohio","226762","null","*****","*****","169967","null","1165","null","33416","null","1476","null","150","135","null","null","1991","null","589","null","22","null","38","null","4821","1804","null","null","16395","2334","null","null","8244","1632","null","null","8151","null","1731","null",
"0500000US39101","Marion County, Ohio","65291","null","*****","*****","57003","null","456","null","2951","null","747","null","262","396","null","null","373","null","143","null","0","null","204","null","636","454","null","null","4066","851","null","null","1035","370","null","null","3031","null","762","null",
"0500000US39103","Medina County, Ohio","183092","null","*****","*****","168544","null","1392","null","2674","null","695","null","178","223","null","null","2832","null","476","null","0","null","204","null","699","477","null","null","8165","1696","null","null","5236","1590","null","null","2929","null","867","null",
"0500000US39109","Miami County, Ohio","109264","null","*****","*****","98395","null","987","null","2638","null","613","null","257","309","null","null","1880","null","510","null","0","null","204","null","1304","903","null","null","4790","1014","null","null","1924","621","null","null","2866","null","827","null",
"0500000US39113","Montgomery County, Ohio","535840","null","*****","*****","371852","null","2795","null","110637","null","2694","null","834","485","null","null","12233","null","1903","null","172","null","218","null","6768","1709","null","null","33344","4419","null","null","11305","2926","null","null","22039","null","3236","null",
"0500000US39119","Muskingum County, Ohio","86408","null","*****","*****","78522","null","112","null","2375","null","575","null","0","204","null","null","0","null","204","null","0","null","204","null","733","507","null","null","4778","718","null","null","448","505","null","null","4330","null","587","null",
"0500000US39133","Portage County, Ohio","162382","null","*****","*****","141625","null","1364","null","6042","null","970","null","149","196","null","null","2755","null","763","null","0","null","204","null","1901","1135","null","null","9910","1735","null","null","2885","1269","null","null","7025","null","1460","null",
"0500000US39139","Richland County, Ohio","125195","null","*****","*****","104549","null","1640","null","7630","null","1470","null","312","374","null","null","1320","null","448","null","77","null","105","null","2131","1628","null","null","9176","1663","null","null","1869","719","null","null","7307","null","1547","null",
"0500000US39141","Ross County, Ohio","76891","null","*****","*****","68424","null","444","null","3173","null","677","null","212","167","null","null","398","null","562","null","0","null","204","null","18","33","null","null","4666","856","null","null","1242","1007","null","null","3424","null","1079","null",
"0500000US39145","Scioto County, Ohio","73346","null","*****","*****","67824","null","846","null","1447","null","491","null","29","56","null","null","262","null","316","null","0","null","204","null","0","204","null","null","3784","896","null","null","1337","858","null","null","2447","null","364","null",
"0500000US39151","Stark County, Ohio","373834","null","*****","*****","319079","null","2090","null","22865","null","2628","null","490","265","null","null","3046","null","911","null","59","null","102","null","2173","1089","null","null","26122","3555","null","null","7535","1979","null","null","18587","null","2863","null",
"0500000US39153","Summit County, Ohio","537633","null","*****","*****","399018","null","2934","null","65933","null","4215","null","1158","663","null","null","22096","null","1483","null","79","null","83","null","5594","1757","null","null","43755","4918","null","null","13482","3078","null","null","30273","null","4673","null",
"0500000US39155","Trumbull County, Ohio","201335","null","*****","*****","171557","null","2172","null","15797","null","1901","null","33","65","null","null","1283","null","421","null","45","null","79","null","768","712","null","null","11852","3044","null","null","4745","2364","null","null","7107","null","2033","null",
"0500000US39157","Tuscarawas County, Ohio","92500","null","*****","*****","86852","null","1077","null","826","null","387","null","74","86","null","null","174","null","59","null","0","null","204","null","193","230","null","null","4381","1250","null","null","2952","1179","null","null","1429","null","384","null",
